CONTENT_LENGTH,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,URL_IDENTIFICATION,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
1208,50,ISO-8859-1,11,Microsoft-IIS/7.5,M0_797,America,WA,13-Sep-00,29-Aug-16,0,0,0,0,0,0,0,0,0,0,0
1149,50,ISO-8859-1,9,nginx/1.10.3,M0_843,America,UTAH,06-Oct-99,13-Dec-08,0,0,0,0,0,0,0,0,0,0,0
NaN,50,UTF-8,10,nginx,M0_861,America,CA,11-Jun-03,18-Oct-14,0,0,0,0,0,0,0,0,0,0,0
1970,50,UTF-8,10,Apache/2.2.15 (CentOS),M0_898,America,IL,30-Dec-96,30-Oct-16,0,0,0,0,0,0,0,0,0,0,0
324,50,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_907,America,FL,14-Sep-95,12-May-16,0,0,0,0,0,0,0,0,0,0,0
324,50,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_975,America,NJ,27-Feb-98,17-Dec-12,0,0,0,0,0,0,0,0,0,0,0
NaN,51,UTF-8,14,Apache,A0_100,Czech Republic,PRAHA,07-Oct-06,07-Mar-17,46,0,1,3321,49,48,3473,66184,48,2,1
NaN,51,ISO-8859-1,14,cloudflare-nginx,A0_119,America,WA,11-Jan-99,04-Apr-17,14,4,6,888,6,14,888,376,14,0,1
NaN,51,ISO-8859-1,10,DOSarrest,M0_1027,KY,GRAND CAYMAN,04-Jan-07,07-Dec-16,0,0,0,0,0,0,0,0,0,0,0
324,51,us-ascii,10,Microsoft-IIS/7.5,M0_1160,NaN,NaN,26-Sep-03,17-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,51,UTF-8,10,Apache/2.2.32,M0_1186,America,PA,04-Nov-04,21-Sep-16,0,0,0,0,0,0,0,0,0,0,0
25866,51,UTF-8,8,Apache/2.4.6 (CentOS),M0_1346,America,CA,25-Jan-95,05-Dec-13,0,0,0,0,0,0,0,0,0,0,0
6130,51,ISO-8859-1,10,nginx,M0_1362,America,Utr,21-Jan-07,23-Dec-16,0,0,0,0,0,0,0,0,0,0,0
NaN,51,ISO-8859-1,9,NaN,M0_1391,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
231,51,iso-8859-1,10,Apache/2.2.11 (Unix) PHP/5.2.6,M0_150,China,beijingshi,07-Mar-00,27-Mar-17,7,1,2,769,10,9,909,1298,9,2,0
10333,51,utf-8,9,Scratch Web Server,M0_2046,NaN,NaN,NaN,NaN,7,3,2,582,5,7,582,306,7,0,0
9890,51,utf-8,10,Apache,M0_2147,NaN,NaN,NaN,NaN,9,6,7,762,10,9,762,640,9,0,0
6748,51,ISO-8859-1,9,NaN,M0_2186,America,California,28-Nov-99,09-Sep-13,17,8,6,1278,10,17,1278,634,17,0,0
1819,51,ISO-8859-1,12,NaN,M0_2212,America,CA,02-Nov-02,02-Feb-17,28,13,12,1872,19,28,1872,1323,28,0,0
162,51,ISO-8859-1,8,nginx,M0_2227,America,Washington,13-Jan-05,14-Jan-16,4,2,3,396,3,4,396,184,4,0,0
324,51,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_2279,NaN,NaN,NaN,NaN,5,3,2,498,4,5,498,244,5,0,0
324,51,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_267,NaN,NaN,22-Feb-01,08-Apr-17,22,6,8,1651,17,24,1787,1388,24,2,0
NaN,51,utf-8,10,cloudflare-nginx,M0_347,America,CO,28-Sep-96,26-Sep-16,39,3,8,3637,37,45,4127,44294,45,6,0
58090,51,utf-8,11,nginx/1.4.6 (Ubuntu),M0_377,America,CA,20-Nov-07,13-May-16,2,0,1,132,2,2,132,124,2,0,0
NaN,51,UTF-8,10,nginx,M0_435,America,CA,12-Dec-03,18-Oct-16,35,22,11,4677,33,41,5093,14310,41,6,0
NaN,51,UTF-8,11,NaN,M0_479,America,WA,01-Jun-01,17-May-16,28,16,12,3227,31,32,3507,12120,32,4,0
15302,51,utf-8,9,NaN,M0_780,America,Arizona,04-May-01,09-Nov-16,0,0,0,0,0,0,0,0,0,0,0
239,51,iso-8859-1,11,Apache,M0_787,America,UT,16-May-95,21-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,51,ISO-8859-1,9,NaN,M0_814,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
57,51,ISO-8859-1,8,Apache,M0_837,America,VA,09-Sep-02,29-Aug-14,0,0,0,0,0,0,0,0,0,0,0
557,51,ISO-8859-1,11,Apache,M0_938,America,Arizona,15-Feb-00,10-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,52,UTF-8,14,Apache,A0_104,Czech Republic,PRAHA,07-Oct-06,07-Mar-17,41,0,1,2992,44,43,3144,65646,43,2,1
13650,52,UTF-8,12,marrakesh 1.12.2,A0_161,Brazil,NaN,NaN,NaN,16,1,5,1609,20,22,2119,2655,22,6,1
NaN,52,NaN,14,Apache/2.4.6 (CentOS),A0_58,China,Bei Jing,01-Mar-05,07-Sep-16,14,1,8,1151,15,18,1445,1211,18,4,1
NaN,52,ISO-8859-1,9,NaN,M0_1007,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,52,ISO-8859-1,12,nginx/1.10.3,M0_1022,America,VA,21-Feb-92,22-Aug-16,0,0,0,0,0,0,0,0,0,0,0
17302,52,utf-8,10,nginx/0.8.35,M0_1076,America,CA,15-Oct-05,13-Sep-16,0,0,0,0,0,0,0,0,0,0,0
5315,52,UTF-8,10,Apache/2.2.15 (Red Hat),M0_1080,America,CA,01-Jun-96,02-Apr-17,0,0,0,0,0,0,0,0,0,0,0
1516,52,ISO-8859-1,10,nginx,M0_1115,America,Ohio,08-Jan-04,03-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,52,UTF-8,11,mw2182.codfw.wmnet,M0_1166,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,52,UTF-8,12,LiteSpeed,M0_1191,Panama,PANAMA,05-Mar-05,14-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,52,UTF-8,10,Apache,M0_1293,America,CA,14-Apr-98,14-Apr-17,0,0,0,0,0,0,0,0,0,0,0
3529,52,ISO-8859-1,10,squid/3.3.8,M0_1304,America,CA,02-Jun-94,06-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,52,UTF-8,12,NaN,M0_1307,America,CA,09-Jan-98,04-Jan-17,0,0,0,0,0,0,0,0,0,0,0
8105,52,UTF-8,11,Apache,M0_181,China,ZH,19-Feb-97,15-Dec-15,13,0,3,1428,11,17,1712,1504,17,4,0
1235,52,ISO-8859-1,10,Apache/2.2.27 (CentOS),M0_2014,America,NY,31-May-95,18-Nov-13,4,3,2,432,6,4,432,376,4,0,0
11,52,ISO-8859-1,9,Microsoft-IIS/7.5,M0_2032,America,WA,13-Sep-00,29-Aug-16,6,3,3,564,7,6,564,442,6,0,0
NaN,52,UTF-8,10,Apache-Coyote/1.1,M0_2109,America,NJ,02-Mar-95,30-Jun-16,5,3,3,486,7,5,486,436,5,0,0
9662,52,UTF-8,9,nginx/1.8.1,M0_211,NaN,NaN,18-Jan-08,05-Jan-17,22,8,7,1628,25,26,1944,14894,26,4,0
44313,52,utf-8,9,Apache,M0_2198,Canada,ON,09-Dec-03,22-Oct-16,4,4,1,420,5,4,420,414,4,0,0
257,52,us-ascii,10,NaN,M0_2232,America,WA,22-Mar-99,15-Jul-16,4,3,2,420,7,4,420,424,4,0,0
NaN,52,UTF-8,11,cloudflare-nginx,M0_2316,NaN,NaN,NaN,NaN,3,3,1,366,4,3,366,244,3,0,0
NaN,52,UTF-8,11,Apache/2.4.7 (Ubuntu),M0_261,NaN,NaN,27-May-98,25-Apr-17,60,4,5,4466,63,62,4602,95122,62,2,0
NaN,52,UTF-8,9,cloudflare-nginx,M0_319,Canada,ON,17-Sep-98,10-Nov-16,10,2,6,1197,17,14,1503,1374,14,4,0
17167,52,utf-8,10,Apache,M0_325,NaN,NaN,07-May-98,16-Sep-16,10,1,4,1257,15,14,1555,1919,14,4,0
NaN,52,UTF-8,10,Server,M0_401,America,NV,01-Nov-94,30-Apr-14,51,35,10,5314,62,57,5742,51761,57,6,0
NaN,52,utf-8,8,nginx/1.10.0,M0_420,NaN,NaN,05-Nov-03,06-Nov-16,25,4,7,1682,30,29,1986,25579,29,4,0
NaN,52,UTF-8,11,nginx/1.12.0,M0_634,NaN,NaN,NaN,NaN,21,0,8,2221,26,25,2513,3809,25,4,0
0,52,NaN,11,Microsoft-IIS/8.5,M0_670,America,NJ,23-Oct-94,01-Nov-16,19,0,4,1538,8,23,1852,1121,23,4,0
14863,52,ISO-8859-1,11,Nginx (OpenBSD),M0_696,HK,-,24-May-10,25-Jul-16,16,2,3,1364,23,18,1502,16978,18,2,0
257,52,us-ascii,10,NaN,M0_741,America,WA,22-Mar-99,15-Jul-16,29,25,1,4765,34,37,5381,17280,37,8,0
5443,52,ISO-8859-1,10,Apache,M0_880,Canada,Quebec,14-Oct-07,01-Sep-16,0,0,0,0,0,0,0,0,0,0,0
28239,52,utf-8,9,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,M0_89,NaN,NaN,NaN,NaN,51,1,10,4049,58,55,4361,61312,55,4,0
NaN,52,utf-8,8,nginx,M0_908,Australia,QLD,25-Nov-16,15-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,52,UTF-8,10,nginx,M0_909,Canada,Manitoba,30-Sep-02,24-Sep-16,0,0,0,0,0,0,0,0,0,0,0
NaN,52,utf-8,11,ATS,M0_954,America,CA,18-Jan-95,26-Aug-15,0,0,0,0,0,0,0,0,0,0,0
9801,52,UTF-8,11,GSE,M0_956,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
242,53,ISO-8859-1,12,nginx/1.12.0,A0_80,America,ALABAMA,09-Feb-07,09-Feb-17,8,0,1,1156,10,10,1316,2638,10,2,1
NaN,53,ISO-8859-1,11,NaN,M0_1012,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,53,UTF-8,10,nginx,M0_1091,America,CO,10-Feb-99,06-Feb-17,0,0,0,0,0,0,0,0,0,0,0
11158,53,utf-8,8,NaN,M0_1247,America,PA,07-Aug-95,27-Mar-14,0,0,0,0,0,0,0,0,0,0,0
NaN,53,UTF-8,10,nginx/1.11.10,M0_1264,Canada,Quebec,21-May-97,26-Jul-16,0,0,0,0,0,0,0,0,0,0,0
NaN,53,UTF-8,12,NaN,M0_1325,America,CA,09-Jan-98,04-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,53,utf-8,11,nginx/1.10.1,M0_1336,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
22897,53,ISO-8859-1,10,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,M0_2048,NaN,NaN,10-Jan-06,11-Nov-14,9,5,7,762,10,9,762,640,9,0,0
8466,53,UTF-8,11,Apache/2.2.31 (Amazon),M0_2119,America,NH,31-Aug-04,01-Jun-16,26,8,11,1668,13,26,1668,894,26,0,0
NaN,53,UTF-8,10,nginx/1.11.10,M0_2131,Canada,Quebec,21-May-97,26-Jul-16,7,6,2,798,8,7,798,492,7,0,0
2023,53,UTF-8,9,Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10,M0_2268,America,GA,05-Dec-05,22-Apr-15,12,3,3,960,16,12,960,1024,12,0,0
NaN,53,iso-8859-1,7,ATS/5.3.0,M0_294,Canada,ON,27-May-02,28-Apr-17,12,6,7,1017,17,18,1503,1563,18,6,0
211,53,iso-8859-1,12,Apache,M0_472,NaN,NaN,05-May-01,28-Jan-15,15,2,5,1944,21,21,2416,2698,21,6,0
359174,53,ISO-8859-1,12,Apache,M0_556,Canada,ON,01-Dec-96,30-Nov-16,15,4,3,2232,22,19,2532,3283,19,4,0
324,53,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_827,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
324,53,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_862,United Kingdom,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
NaN,53,ISO-8859-1,11,cloudflare-nginx,M0_91,NaN,NaN,01-Mar-08,17-Apr-15,16,3,8,1277,19,20,1559,2663,20,4,0
NaN,53,UTF-8,12,NaN,M0_951,America,WA,01-Jun-01,17-May-16,0,0,0,0,0,0,0,0,0,0,0
20309,53,UTF-8,9,nginx,M0_977,America,CA,06-Dec-94,03-Nov-15,0,0,0,0,0,0,0,0,0,0,0
228,54,iso-8859-1,11,Apache,A0_41,America,Arizona,16-Feb-05,24-Feb-16,5,0,2,582,9,9,882,1097,9,4,1
17140,54,ISO-8859-1,11,Apache/2,A0_87,America,CA,17-Dec-05,18-Nov-15,29,1,7,4558,37,31,4724,26259,31,2,1
7849,54,ISO-8859-1,11,Microsoft-IIS/7.5,M0_1002,America,PA,07-Aug-95,27-Mar-14,0,0,0,0,0,0,0,0,0,0,0
NaN,54,UTF-8,12,cloudflare-nginx,M0_1059,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
341,54,iso-8859-1,9,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,M0_1129,America,MI,15-Nov-98,23-Dec-11,0,0,0,0,0,0,0,0,0,0,0
2503,54,ISO-8859-1,12,Apache/2.2.27 (Unix) OpenAM Web Agent/4.0.1-1 mod_ssl/2.2.27 OpenSSL/1.0.1p PHP/5.3.28,M0_1149,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
324,54,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_1188,America,FL,02-Oct-02,14-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,54,ISO-8859-1,12,Apache/2.2.15 (Red Hat),M0_1200,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
11,54,ISO-8859-1,8,Microsoft-IIS/7.5,M0_1301,America,WA,13-Sep-00,29-Aug-16,0,0,0,0,0,0,0,0,0,0,0
NaN,54,utf-8,11,ATS,M0_1315,America,CA,18-Jan-95,26-Aug-15,0,0,0,0,0,0,0,0,0,0,0
3020,54,ISO-8859-1,9,Apache/2.2.32,M0_174,Canada,ON,06-Mar-98,30-Mar-17,34,7,6,2881,33,38,3219,39646,38,4,0
NaN,54,UTF-8,12,nginx/1.10.3,M0_2007,America,VA,21-Feb-92,22-Aug-16,5,5,2,474,8,5,474,535,5,0,0
NaN,54,UTF-8,12,mw2104.codfw.wmnet,M0_2045,America,CA,13-Jan-01,12-Dec-15,11,7,2,1166,7,11,1166,426,11,0,0
NaN,54,UTF-8,10,Apache-Coyote/1.1,M0_2133,China,Zhejiang,15-Apr-99,20-Jun-12,3,3,1,366,3,3,366,182,3,0,0
NaN,54,ISO-8859-1,12,Apache/2.2.15 (Red Hat),M0_2207,NaN,NaN,NaN,NaN,12,9,6,900,10,12,900,696,12,0,0
18952,54,ISO-8859-1,10,cloudflare-nginx,M0_230,America,CA,29-Sep-05,05-May-16,1194,12,8,99843,1284,1198,100151,2060012,1198,4,0
NaN,54,ISO-8859-1,9,NaN,M0_247,America,CA,29-Mar-97,29-Nov-16,58,39,7,5998,48,64,6438,43787,64,6,0
NaN,54,utf-8,10,Server,M0_320,America,CA,09-Dec-02,02-May-14,37,0,5,7178,41,43,7644,20954,43,6,0
5438,54,ISO-8859-1,10,Apache,M0_370,America,TX,17-Jul-00,03-Mar-17,40,9,9,4562,44,44,4884,49870,44,4,0
NaN,54,ISO-8859-1,12,Apache/2.2.15 (Red Hat),M0_387,NaN,NaN,NaN,NaN,29,0,2,2903,37,37,3525,30772,37,8,0
193,54,UTF-8,9,Apache,M0_4,America,WA,27-Jun-15,18-Apr-16,4,1,3,280,7,6,422,542,6,2,0
324,54,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_478,NaN,NaN,19-Feb-05,20-Feb-17,34,2,5,5325,44,40,5785,86136,40,6,0
26,54,UTF-8,11,Apache,M0_48,America,FL,07-Nov-96,25-Aug-15,20,11,6,3025,25,26,3479,9200,26,6,0
NaN,54,UTF-8,10,nginx/1.4.6 (Ubuntu),M0_594,America,CA,14-Dec-95,06-Dec-16,12,7,1,2036,17,16,2320,7035,16,4,0
20518,54,UTF-8,10,mw2230.codfw.wmnet,M0_665,America,CA,13-Jan-01,12-Dec-15,43,38,5,5591,56,51,6231,46553,51,8,0
1682,54,utf-8,12,NaN,M0_750,America,FL,06-Nov-98,05-Sep-14,12,1,5,1404,17,16,1700,1587,16,4,0
9208,54,UTF-8,11,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,M0_799,Australia,NSW,29-Sep-00,18-Nov-14,0,0,0,0,0,0,0,0,0,0,0
324,54,us-ascii,12,Microsoft-HTTPAPI/2.0,M0_858,NaN,NaN,18-Oct-00,16-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,54,iso-8859-1,11,cloudflare-nginx,M0_968,America,MA,21-Aug-98,03-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,55,UTF-8,12,Apache,A0_102,Czech Republic,PRAHA,07-Oct-06,07-Mar-17,52,0,1,3721,57,54,3873,66445,54,2,1
NaN,55,ISO-8859-1,12,Apache/2.2.31 (CentOS),A0_84,Panama,PANAMA,19-Jul-04,06-Jul-16,26,12,3,3229,32,34,3837,16895,34,8,1
14953,55,ISO-8859-1,10,Apache,M0_1039,America,NY,30-Dec-02,09-Apr-14,0,0,0,0,0,0,0,0,0,0,0
2080,55,UTF-8,9,Apache,M0_1047,America,CA,11-Sep-97,09-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,55,utf-8,12,Apache/2.4.7 (Ubuntu),M0_1126,America,Illinois,15-Sep-03,16-Sep-16,0,0,0,0,0,0,0,0,0,0,0
12275,55,UTF-8,10,nginx,M0_1146,America,MA,15-Sep-97,15-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,55,ISO-8859-1,11,.V01 Apache,M0_1168,America,CA,21-May-98,16-May-16,0,0,0,0,0,0,0,0,0,0,0
NaN,55,UTF-8,10,Apache,M0_1187,America,FL,04-Jan-97,30-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,55,utf-8,12,ATS,M0_1339,America,CA,18-Jan-95,26-Aug-15,0,0,0,0,0,0,0,0,0,0,0
NaN,55,UTF-8,9,cloudflare-nginx,M0_1354,SI,Not Applicable,25-Jul-03,06-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,55,UTF-8,10,mw2164.codfw.wmnet,M0_1368,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
66702,55,utf-8,12,Apache,M0_1421,America,MO,20-May-96,24-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,55,utf-8,8,nginx/1.10.0,M0_177,NaN,NaN,05-Nov-03,06-Nov-16,24,3,9,1715,31,26,1867,22292,26,2,0
NaN,55,UTF-8,11,mw2110.codfw.wmnet,M0_201,America,CA,13-Jan-01,12-Dec-15,42,36,2,6128,50,50,6736,41385,50,8,0
NaN,55,UTF-8,12,cloudflare-nginx,M0_2023,BS,New Providence,25-Oct-05,20-Oct-16,21,3,13,1458,4,21,1458,244,21,0,0
NaN,55,UTF-8,9,nginx/1.10.1,M0_2071,America,FL,29-Dec-99,14-Apr-17,8,3,3,696,5,8,696,306,8,0,0
13898,55,UTF-8,10,Apache/2.4.6 (Unix) mod_jk/1.2.37 PHP/5.5.1 OpenSSL/1.0.1g mod_fcgid/2.3.9,M0_21,America,DE,01-Sep-95,01-Mar-17,31,3,5,3590,40,35,3886,35749,35,4,0
44324,55,utf-8,10,Apache,M0_2141,Canada,ON,09-Dec-03,22-Oct-16,4,3,2,432,4,4,432,244,4,0,0
NaN,55,UTF-8,12,mw2176.codfw.wmnet,M0_2190,America,CA,13-Jan-01,12-Dec-15,13,4,7,1074,5,13,1074,306,13,0,0
NaN,55,UTF-8,10,mw2187.codfw.wmnet,M0_2300,America,CA,16-Mar-03,29-Mar-16,11,5,7,882,10,11,882,628,11,0,0
NaN,55,UTF-8,12,Server,M0_346,America,NV,01-Nov-94,30-Apr-14,36,27,7,4405,47,42,4833,46271,42,6,0
NaN,55,utf-8,10,ATS,M0_415,America,CA,22-Nov-03,01-May-14,46,38,3,5666,67,54,6250,69645,54,8,0
NaN,55,UTF-8,10,mw2239.codfw.wmnet,M0_502,America,CA,13-Jan-01,12-Dec-15,27,18,4,3101,30,31,3405,13795,31,4,0
NaN,55,ISO-8859-1,9,NaN,M0_664,America,CA,29-Mar-97,29-Nov-16,56,52,4,7621,74,66,8357,58567,66,10,0
NaN,55,ISO-8859-1,9,NaN,M0_706,America,CA,29-Mar-97,29-Nov-16,42,30,9,4861,44,48,5301,43523,48,6,0
NaN,55,ISO-8859-1,9,NaN,M0_716,America,CA,29-Mar-97,29-Nov-16,33,29,1,5665,36,43,6401,19433,43,10,0
NaN,55,UTF-8,11,Server,M0_738,America,NV,01-Nov-94,30-Apr-14,48,39,11,5137,61,55,5597,67877,55,6,0
20474,55,UTF-8,10,Microsoft-IIS/8.5,M0_815,America,WI,02-Dec-98,01-Dec-16,0,0,0,0,0,0,0,0,0,0,0
1819,55,ISO-8859-1,12,NaN,M0_879,America,CA,02-Nov-02,02-Feb-17,0,0,0,0,0,0,0,0,0,0,0
40179,55,UTF-8,10,mw2106.codfw.wmnet,M0_936,America,CA,16-Mar-03,29-Mar-16,0,0,0,0,0,0,0,0,0,0,0
324,55,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_959,Australia,NaN,22-Jul-08,22-Jul-16,0,0,0,0,0,0,0,0,0,0,0
NaN,56,iso-8859-1,11,nginx/1.10.1,A0_93,PK,Punjab,27-Sep-13,29-Sep-16,7,0,2,752,9,9,916,1197,9,2,1
257,56,iso-8859-1,8,Apache,M0_1,America,CA,05-Nov-99,11-Aug-16,0,0,0,0,2,0,0,124,0,0,0
25471,56,ISO-8859-1,12,NaN,M0_1110,NaN,NaN,b,17-Mar-17,0,0,0,0,0,0,0,0,0,0,0
7215,56,utf-8,11,Apache/2.2.15 (CentOS),M0_1124,America,CA,13-Aug-02,14-Mar-17,0,0,0,0,0,0,0,0,0,0,0
0,56,NaN,11,Microsoft-IIS/7.0,M0_1144,America,New York,01-Sep-98,15-Oct-16,0,0,0,0,0,0,0,0,0,0,0
1819,56,ISO-8859-1,12,NaN,M0_1179,America,CA,02-Nov-02,02-Feb-17,0,0,0,0,0,0,0,0,0,0,0
965,56,UTF-8,9,Apache/2.2.15 (CentOS),M0_1214,Canada,qc,08-Dec-97,18-Oct-15,0,0,0,0,0,0,0,0,0,0,0
NaN,56,ISO-8859-1,10,NaN,M0_1227,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
3042,56,UTF-8,12,Apache,M0_1276,America,CA,20-Oct-98,04-Dec-13,0,0,0,0,0,0,0,0,0,0,0
324,56,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_1317,America,CO,16-Dec-93,09-Sep-15,0,0,0,0,0,0,0,0,0,0,0
8741,56,UTF-8,11,Apache-Coyote/1.1,M0_1396,America,GA,16-Feb-01,23-Sep-14,0,0,0,0,0,0,0,0,0,0,0
NaN,56,UTF-8,10,NaN,M0_2062,America,Connecticut,13-Dec-95,14-Sep-15,4,3,2,432,5,4,432,310,4,0,0
14672,56,UTF-8,10,nginx,M0_2215,Panama,PANAMA,25-Feb-99,18-Jan-16,11,3,5,870,5,11,870,306,11,0,0
NaN,56,ISO-8859-1,9,NaN,M0_225,America,CA,29-Mar-97,29-Nov-16,57,51,3,8171,59,69,9059,26659,69,12,0
229,56,iso-8859-1,11,Apache,M0_2281,NaN,NaN,13-Oct-00,28-Aug-15,5,5,3,450,7,5,450,479,5,0,0
NaN,56,ISO-8859-1,9,NaN,M0_249,America,CA,29-Mar-97,29-Nov-16,26,18,7,3928,27,32,4368,10186,32,6,0
324,56,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_28,Australia,NaN,22-Jul-08,22-Jul-16,20,2,7,1876,17,26,2354,2205,26,6,0
189,56,iso-8859-1,11,Apache,M0_394,NaN,NaN,06-Aug-04,05-Jul-16,25,13,7,2910,30,31,3402,7648,31,6,0
324,56,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_421,America,Nevada,18-May-03,19-May-16,12,3,7,1080,14,14,1260,2498,14,2,0
NaN,56,ISO-8859-1,9,Apache/1.3.42 Ben-SSL/1.60 (Unix) mod_gzip/1.3.26.1a mod_fastcgi/2.4.6 mod_throttle/3.1.2 Chili!Soft-ASP/3.6.2 FrontPage/5.0.2.2635 mod_perl/1.31 PHP/4.4.9,M0_473,Canada,Quebec,04-Feb-03,06-Feb-17,15,2,5,1944,21,21,2416,2698,21,6,0
NaN,56,UTF-8,12,nginx/1.6.2,M0_514,Canada,hunansheng,30-Aug-04,08-Mar-17,10,4,4,944,15,14,1252,3869,14,4,0
67283,56,utf-8,13,Apache,M0_522,America,MO,20-May-96,24-Oct-16,37,3,5,3050,44,43,3492,65986,43,6,0
1523,56,ISO-8859-1,12,nginx,M0_56,America,Ohio,08-Jan-04,03-Jan-17,35,11,3,6351,46,43,6989,22390,43,8,0
324,56,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_615,America,Arizona,09-Aug-02,03-Apr-16,18,13,2,3354,18,24,3810,8544,24,6,0
NaN,56,UTF-8,12,mw2228.codfw.wmnet,M0_714,America,CA,13-Jan-01,12-Dec-15,8,3,3,847,18,16,1435,1998,16,8,0
1264,56,ISO-8859-1,9,Apache,M0_853,IL,il,29-Dec-08,15-Mar-17,0,0,0,0,0,0,0,0,0,0,0
225,56,iso-8859-1,9,Apache,M0_867,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
17072,56,ISO-8859-1,11,Aeria Games & Entertainment,M0_881,DE,Berlin,31-Jul-06,28-Feb-17,0,0,0,0,0,0,0,0,0,0,0
17541,56,utf-8,11,Apache,M0_943,America,CA,16-Nov-98,03-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,56,utf-8,10,nginx/1.12.0,M0_944,America,FL,18-Apr-00,18-Apr-16,0,0,0,0,0,0,0,0,0,0,0
NaN,56,utf-8,11,nginx/1.6.3 + Phusion Passenger,M0_98,NaN,NaN,20-Apr-01,22-May-15,10,2,3,1256,14,14,1576,1546,14,4,0
NaN,56,ISO-8859-1,11,nginx/1.12.0,M0_984,America,Arizona,28-Sep-05,02-Mar-17,0,0,0,0,0,0,0,0,0,0,0
3782,56,UTF-8,11,Apache/2.4.10 (Debian) PHP/5.6.30-0+deb8u1 mod_perl/2.0.9dev Perl/v5.20.2,M0_986,Panama,PANAMA,31-May-05,06-Mar-17,0,0,0,0,0,0,0,0,0,0,0
355,57,iso-8859-1,9,Apache,M0_1041,America,FL,03-Aug-98,06-Feb-17,0,0,0,0,0,0,0,0,0,0,0
7340,57,UTF-8,11,mw2173.codfw.wmnet,M0_1092,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
